Loyalty#,First Name,Last Name,Customer Name,Latitude,Longitude,Postal code,Income,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,log_CLV,relation_inc_clv,Months_Enrolled,Is_Active,Total_Flights,Total_Flights_With_Companions,Total_DistanceKM,Total_Points_Accumulated,Total_Points_Redeemed,Flights_Variance,Did_Travel,Solo_Travels,Only_Travel_With_Companions,Recency,Distance_Per_Flight,Winter_Flights,Spring_Flights,Summer_Flights,Autumn_Flights,Total_Flights_With_Companions_Ratio,Winter_Flights_Ratio,Spring_Flights_Ratio,Summer_Flights_Ratio,Autumn_Flights_Ratio,Frequency,Country_Canada,Province or State_Alberta,Province or State_British Columbia,Province or State_Manitoba,Province or State_New Brunswick,Province or State_Newfoundland,Province or State_Nova Scotia,Province or State_Ontario,Province or State_Prince Edward Island,Province or State_Quebec,Province or State_Saskatchewan,Province or State_Yukon,City_Banff,City_Calgary,City_Charlottetown,City_Dawson Creek,City_Edmonton,City_Fredericton,City_Halifax,City_Hull,City_Kelowna,City_Kingston,City_London,City_Moncton,City_Montreal,City_Ottawa,City_Peace River,City_Quebec City,City_Regina,City_St. John's,City_Sudbury,City_Thunder Bay,City_Toronto,City_Tremblant,City_Trenton,City_Vancouver,City_Victoria,City_West Vancouver,City_Whistler,City_Whitehorse,City_Winnipeg,Gender_female,Gender_male,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Location Code_Rural,Location Code_Suburban,Location Code_Urban,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,LoyaltyStatus_Aurora,LoyaltyStatus_Nova,LoyaltyStatus_Star,EnrollmentType_2021 Promotion,EnrollmentType_Standard,Income_Bins_High,Income_Bins_Low,Income_Bins_Medium,Preferred_Season_Autumn_Flights,Preferred_Season_Non_Travel,Preferred_Season_Spring_Flights,Preferred_Season_Summer_Flights,Preferred_Season_Winter_Flights,CLV_Bins_High,CLV_Bins_Low,CLV_Bins_Medium
144514,Belkis,Siurek,Belkis Siurek,0.7202590128338189,0.17996615234708147,U5I 4F1,0.24208599633930447,2019-06-11,2021-12-31,0.03459220657427282,0.2071160187937271,0.0588559489024108,0.6527777777777777,1.0,0.289272030651341,0.35714285714285715,0.36053697187054795,0.360499295206823,0.23923260439566496,0.38313684477403825,1.0,0.2550505050505051,0.0,0.01,0.05693358655242746,0.323943661971831,0.14906832298136646,0.2558139534883721,0.1780821917808219,0.33112582781456956,0.304635761589404,0.15894039735099338,0.36423841059602646,0.17218543046357615,0.0189937106918239,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
611765,Marjorie,Pangelina,Marjorie Pangelina,0.2158827247948043,0.7753893404254446,G1B 3L5,0.7964313219511707,2021-01-28,2021-12-31,0.0346483133579699,0.2073563564875509,0.017904822602613238,0.5208333333333333,1.0,0.16475095785440613,0.15714285714285714,0.1645408430373073,0.16452346867077414,0.06341702617674122,0.42359130379666615,1.0,0.16161616161616163,0.0,0.0,0.04562164603060077,0.1619718309859155,0.15527950310559005,0.04186046511627907,0.19863013698630136,0.2558139534883721,0.26744186046511625,0.29069767441860467,0.10465116279069768,0.3372093023255814,0.029502572898799314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
988178,Andre,Cotugno,Andre Cotugno,0.14189944398662568,0.7467379694288839,H4G 3T4,0.0,2016-10-13,2021-12-31,0.03470283719165674,0.2075897237160449,0.0,0.875,1.0,0.5919540229885057,0.6142857142857142,0.5335490760080319,0.53353737699114,0.27458856069246323,0.5126925270964061,1.0,0.5631313131313131,0.0,0.0,0.04117291127757523,0.619718309859155,0.6521739130434783,0.3395348837209302,0.29452054794520544,0.2783171521035599,0.284789644012945,0.33980582524271846,0.23624595469255663,0.13915857605177995,0.018807060255629945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
286114,Vikki,Rengers,Vikki Rengers,0.03767991951405314,0.676108482215798,M2M 7K8,0.0,2019-11-29,2021-12-31,0.034723063775121195,0.207676247922171,0.0,0.6180555555555556,1.0,0.2739463601532567,0.36428571428571427,0.39920101963801474,0.39921792296843456,0.4758958366621303,0.48543766241997854,1.0,0.23232323232323235,0.0,0.01,0.06656582028295548,0.29577464788732394,0.03105590062111801,0.3209302325581395,0.18493150684931506,0.35664335664335667,0.2937062937062937,0.03496503496503497,0.4825174825174825,0.1888111888111888,0.02158490566037736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
205785,Johnathan,Cannizzaro,Johnathan Cannizzaro,0.03767991951405314,0.676108482215798,M2M 6J7,0.28147347996119265,2019-08-25,2021-12-31,0.034748215091950925,0.2077838030647312,0.05073622520354152,0.6388888888888888,1.0,0.3524904214559387,0.39999999999999997,0.35486696139322993,0.35486668798085436,0.235594344075476,0.521861682493876,1.0,0.32323232323232326,0.0,0.0,0.04598788413635363,0.2887323943661972,0.16149068322981366,0.33488372093023255,0.3082191780821918,0.30434782608695654,0.22282608695652173,0.14130434782608695,0.391304347826087,0.24456521739130435,0.024797843665768194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
735304,Lang,Privatsky,Lang Privatsky,0.5953601051495396,0.26189936585988205,T3G 6Y6,0.28147347996119265,2019-12-06,2021-12-31,0.034748215091950925,0.2077838030647312,0.05073622520354152,0.611111111111111,1.0,0.24137931034482757,0.20714285714285713,0.3731317465603999,0.3730806591535271,0.240369445959621,0.2960638904734741,1.0,0.24494949494949497,0.0,0.0,0.07061343520391761,0.29577464788732394,0.18633540372670807,0.14418604651162792,0.15753424657534246,0.23015873015873015,0.3333333333333333,0.23809523809523808,0.24603174603174602,0.18253968253968253,0.01981132075471698,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
438936,Bernie,Schlagel,Bernie Schlagel,0.14189944398662568,0.7467379694288839,H2Y 2W2,0.849971494583971,2016-10-30,2021-12-31,0.03483826735920143,0.20816857037488035,0.01682383203763062,0.875,1.0,0.5076628352490421,0.36428571428571427,0.441898409316121,0.44189685814018187,0.07401407920424764,0.7086740191417886,1.0,0.5404040404040404,0.0,0.0,0.03976236870004239,0.36619718309859156,0.37267080745341613,0.5255813953488372,0.273972602739726,0.19245283018867926,0.19622641509433963,0.22641509433962265,0.42641509433962266,0.1509433962264151,0.016129032258064516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
243713,Doloris,Buben,Doloris Buben,0.17494631338369793,0.8534730810994458,E1A 2A7,0.0,2021-02-09,2021-12-31,0.034919701343062735,0.20851607730478916,0.0,0.5138888888888888,1.0,0.3544061302681992,0.2714285714285714,0.3638148988666769,0.36381023079095504,0.0,0.6031676789369484,1.0,0.37121212121212127,0.0,0.0,0.04689261320502813,0.3098591549295775,0.4161490683229813,0.2372093023255814,0.15753424657534246,0.20540540540540542,0.23783783783783785,0.3621621621621622,0.2756756756756757,0.12432432432432433,0.06981132075471698,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
354730,Herbert,Cantabrana,Herbert Cantabrana,0.1679420761892132,0.830825686433379,E3B 2H2,0.0,2017-10-23,2021-01-02,0.034955933309964306,0.2086705584956947,0.0,0.7152777777777777,0.0,0.24712643678160917,0.34285714285714286,0.2840717705366956,0.2840742563855773,0.0,0.4796063890473476,1.0,0.20454545454545456,0.0,0.11,0.052509036757407465,0.23943661971830987,0.05590062111801242,0.25116279069767444,0.2191780821917808,0.37209302325581395,0.26356589147286824,0.06976744186046512,0.4186046511627907,0.24806201550387597,0.012481857764876631,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
413741,Mitchell,Hinchliff,Mitchell Hinchliff,0.03767991951405314,0.676108482215798,M1R 4K3,0.0,2018-07-30,2021-12-31,0.034955933309964306,0.2086705584956947,0.0,0.7291666666666666,1.0,0.31417624521072796,0.39999999999999997,0.2733149490204898,0.2733100815501988,0.4772604138544072,0.6409852018388643,1.0,0.27272727272727276,0.0,0.05,0.03973884331126992,0.17605633802816903,0.3105590062111801,0.24651162790697673,0.2465753424657534,0.34146341463414637,0.1524390243902439,0.3048780487804878,0.3231707317073171,0.21951219512195122,0.01509433962264151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
552965,Lia,Broome,Lia Broome,0.14189944398662568,0.7467379694288839,H4G 3T4,0.0,2021-11-18,2021-12-31,0.034955933309964306,0.2086705584956947,0.0,0.45138888888888884,1.0,0.021072796934865898,0.04285714285714286,0.020093080504567443,0.02009322837163846,0.0,0.0671071813399252,1.0,0.012626262626262628,0.0,0.0,0.04355615381729382,0.07746478873239437,0.0,0.0,0.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.04150943396226415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
